review_name,review_date,review_txt,review_rating
Saman,"Reviewed in the United States on January 10, 2026","Not happy machan, expected better 😕",1
Kavindu,"Reviewed in the United States on January 01, 2026","Price ok lah, quality also ok 🙂",3
Priya,"Reviewed in the United States on December 29, 2025","Value for money, really satisfied 😊",5
Saman,"Reviewed in the United States on December 21, 2025",Not working as expected 😡,2
Uncle Tan,"Reviewed in the United States on December 22, 2025","Price ok lah, quality also ok 🙂",3
HappyBuyer,"Reviewed in the United States on January 15, 2026",Not working as expected 😡,1
HappyBuyer,"Reviewed in the United States on December 23, 2025",Not worth the price 😤,1
Kavindu,"Reviewed in the United States on December 19, 2025","Not happy machan, expected better 😕",5
Aeron,"Reviewed in the United States on January 06, 2026","Waste of money, very disappointed 👎",2
TechGuy,"Reviewed in the United States on December 14, 2025",Decent product for the price 😐,3
Saman,"Reviewed in the United States on January 01, 2026",Super happy with this purchase 😄 worth every cent,4
Aunty Mei,"Reviewed in the United States on December 06, 2025","Waste of money, very disappointed 👎",2
Uncle Tan,"Reviewed in the United States on December 29, 2025","Waste of money, very disappointed 👎",2
Uncle Tan,"Reviewed in the United States on January 05, 2026",Poor quality product 😞,1
Priya,"Reviewed in the United States on January 31, 2026","Can use lah, not bad not great 😐",3
Kavindu,"Reviewed in the United States on December 21, 2025","Average quality, nothing special 🤔",3
Priya,"Reviewed in the United States on January 28, 2026","Good quality and affordable, no complaints 👍🙂",5
Kavindu,"Reviewed in the United States on January 13, 2026","Not happy machan, expected better 😕",5
TechGuy,"Reviewed in the United States on December 28, 2025","It's okay, does the job 🙂",3
Nimal,"Reviewed in the United States on December 12, 2025","Can use lah, not bad not great 😐",4
TechGuy,"Reviewed in the United States on December 17, 2025","Very useful product, will buy again 😀",5
The only Mrs.,"Reviewed in the United States on December 07, 2025","Very useful product, will buy again 😀",5
Ash,"Reviewed in the United States on January 12, 2026","Waste of money, very disappointed 👎",2
Priya,"Reviewed in the United States on December 07, 2025","Can use lah, not bad not great 😐",1
Aeron,"Reviewed in the United States on January 17, 2026","Solid product machan, recommend 👍",3
TechGuy,"Reviewed in the United States on December 14, 2025","Eh works fine da, no issue 😄",1
Alex,"Reviewed in the United States on January 06, 2026",This one damn good lah 😍 worth the money,3
Alex,"Reviewed in the United States on January 05, 2026",Great product! Works perfectly 😍,5
Aeron,"Reviewed in the United States on December 03, 2025",Aiyo quality not that good 😞,3
Uncle Tan,"Reviewed in the United States on January 01, 2026","It's okay, does the job 🙂",3
Chris,"Reviewed in the United States on January 19, 2026","Good quality and affordable, no complaints 👍🙂",4
TechGuy,"Reviewed in the United States on January 23, 2026","Can use lah, not bad not great 😐",2
Aeron,"Reviewed in the United States on December 21, 2025",Aiyo quality not that good 😞,2
Aunty Mei,"Reviewed in the United States on January 02, 2026",Decent product for the price 😐,3
Ash,"Reviewed in the United States on January 09, 2026","Good quality and affordable, no complaints 👍🙂",5
HappyBuyer,"Reviewed in the United States on January 17, 2026",This one damn good lah 😍 worth the money,3
Alex,"Reviewed in the United States on December 23, 2025",Great product! Works perfectly 😍,4
Saman,"Reviewed in the United States on January 09, 2026",Not worth the price 😤,2
Chris,"Reviewed in the United States on January 01, 2026",Stopped working after few days 😠,1
Aeron,"Reviewed in the United States on January 14, 2026",Decent product for the price 😐,3
Saman,"Reviewed in the United States on January 24, 2026","Eh works fine da, no issue 😄",4
Saman,"Reviewed in the United States on December 30, 2025","Very useful product, will buy again 😀",4
HappyBuyer,"Reviewed in the United States on January 29, 2026",Aiyo quality not that good 😞,1
Priya,"Reviewed in the United States on January 16, 2026","Eh works fine da, no issue 😄",2
The only Mrs.,"Reviewed in the United States on December 01, 2025",This one damn good lah 😍 worth the money,2
HappyBuyer,"Reviewed in the United States on December 25, 2025","Good quality and affordable, no complaints 👍🙂",5
Priya,"Reviewed in the United States on January 04, 2026","Waste of money, very disappointed 👎",1
Saman,"Reviewed in the United States on January 26, 2026","Price ok lah, quality also ok 🙂",2
Chris,"Reviewed in the United States on January 15, 2026",Aiyo quality not that good 😞,2
Kavindu,"Reviewed in the United States on January 08, 2026","Quality is top-notch, highly recommend 👍",5
Chris,"Reviewed in the United States on January 26, 2026",Poor quality product 😞,1
Kavindu,"Reviewed in the United States on December 27, 2025","Not happy machan, expected better 😕",2
HappyBuyer,"Reviewed in the United States on January 27, 2026",Not worth the price 😤,2
Uncle Tan,"Reviewed in the United States on January 07, 2026",Usable but could be better 🙃,3
Priya,"Reviewed in the United States on January 02, 2026",Usable but could be better 🙃,3
Chris,"Reviewed in the United States on December 19, 2025","Average quality, nothing special 🤔",3
Chris,"Reviewed in the United States on December 29, 2025",Stopped working after few days 😠,1
Chris,"Reviewed in the United States on January 23, 2026",Poor quality product 😞,2
Aunty Mei,"Reviewed in the United States on January 31, 2026","Price ok lah, quality also ok 🙂",2
Ash,"Reviewed in the United States on December 19, 2025",Stopped working after few days 😠,1
Nimal,"Reviewed in the United States on December 26, 2025",Great product! Works perfectly 😍,4
Ash,"Reviewed in the United States on December 06, 2025","Average quality, nothing special 🤔",3
Chris,"Reviewed in the United States on January 10, 2026",Not working as expected 😡,1
Kavindu,"Reviewed in the United States on January 05, 2026",Exceeded my expectations 😍🔥,5
Saman,"Reviewed in the United States on January 02, 2026","Price ok lah, quality also ok 🙂",2
The only Mrs.,"Reviewed in the United States on January 14, 2026",This one damn good lah 😍 worth the money,3
Aunty Mei,"Reviewed in the United States on December 25, 2025","Not happy machan, expected better 😕",3
Uncle Tan,"Reviewed in the United States on December 06, 2025",Usable but could be better 🙃,3
Alex,"Reviewed in the United States on January 22, 2026","Can use lah, not bad not great 😐",5
Saman,"Reviewed in the United States on December 08, 2025",Usable but could be better 🙃,3
John D.,"Reviewed in the United States on December 12, 2025","Not happy machan, expected better 😕",2
TechGuy,"Reviewed in the United States on December 07, 2025","Very useful product, will buy again 😀",4
TechGuy,"Reviewed in the United States on December 25, 2025","Average quality, nothing special 🤔",3
TechGuy,"Reviewed in the United States on December 12, 2025",Exceeded my expectations 😍🔥,4
Kavindu,"Reviewed in the United States on December 09, 2025",Great product! Works perfectly 😍,4
John D.,"Reviewed in the United States on December 06, 2025",Aiyo quality not that good 😞,5
John D.,"Reviewed in the United States on January 13, 2026","Price ok lah, quality also ok 🙂",1
Aunty Mei,"Reviewed in the United States on December 17, 2025","Not happy machan, expected better 😕",2
Nimal,"Reviewed in the United States on January 12, 2026","Solid product machan, recommend 👍",3
Kavindu,"Reviewed in the United States on January 20, 2026",Great product! Works perfectly 😍,4
Priya,"Reviewed in the United States on December 13, 2025","Price ok lah, quality also ok 🙂",5
Aunty Mei,"Reviewed in the United States on December 10, 2025","Quality is top-notch, highly recommend 👍",4
Kavindu,"Reviewed in the United States on December 29, 2025","Good quality and affordable, no complaints 👍🙂",4
Aunty Mei,"Reviewed in the United States on December 08, 2025",Great product! Works perfectly 😍,4
Kavindu,"Reviewed in the United States on January 07, 2026",Exceeded my expectations 😍🔥,4
Kavindu,"Reviewed in the United States on December 22, 2025","Not happy machan, expected better 😕",5
Priya,"Reviewed in the United States on January 15, 2026","Totally disappointed, won’t recommend 😒",1
Aeron,"Reviewed in the United States on January 23, 2026","Not happy machan, expected better 😕",4
The only Mrs.,"Reviewed in the United States on January 31, 2026",Aiyo quality not that good 😞,3
Alex,"Reviewed in the United States on January 12, 2026","Eh works fine da, no issue 😄",4
Aunty Mei,"Reviewed in the United States on December 22, 2025",Poor quality product 😞,2
TechGuy,"Reviewed in the United States on December 03, 2025","Can use lah, not bad not great 😐",4
Chris,"Reviewed in the United States on December 05, 2025",Poor quality product 😞,2
Chris,"Reviewed in the United States on January 31, 2026","Quality is top-notch, highly recommend 👍",5
HappyBuyer,"Reviewed in the United States on January 27, 2026","Solid product machan, recommend 👍",5
John D.,"Reviewed in the United States on January 21, 2026","It's okay, does the job 🙂",3
The only Mrs.,"Reviewed in the United States on December 17, 2025",Great product! Works perfectly 😍,5
Saman,"Reviewed in the United States on January 25, 2026",Aiyo quality not that good 😞,2
Ash,"Reviewed in the United States on December 23, 2025","Very useful product, will buy again 😀",4
Chris,"Reviewed in the United States on January 04, 2026","Can use lah, not bad not great 😐",5
Priya,"Reviewed in the United States on December 10, 2025",Poor quality product 😞,1
Aeron,"Reviewed in the United States on December 03, 2025",This one damn good lah 😍 worth the money,4
John D.,"Reviewed in the United States on December 23, 2025","Solid product machan, recommend 👍",3
TechGuy,"Reviewed in the United States on December 09, 2025",Stopped working after few days 😠,1
John D.,"Reviewed in the United States on January 29, 2026",Aiyo quality not that good 😞,1
Kavindu,"Reviewed in the United States on December 11, 2025","Eh works fine da, no issue 😄",1
Aeron,"Reviewed in the United States on January 30, 2026",Super happy with this purchase 😄 worth every cent,4
John D.,"Reviewed in the United States on January 31, 2026",Great product! Works perfectly 😍,4
Nimal,"Reviewed in the United States on January 08, 2026","Not happy machan, expected better 😕",2
John D.,"Reviewed in the United States on January 29, 2026","Not happy machan, expected better 😕",1
Aeron,"Reviewed in the United States on December 18, 2025","Can use lah, not bad not great 😐",1
